fecha_pedido,dia_semana,mes,dia_mes,hora_pedido,es_fin_semana,es_festivo,cliente_id,segmento_cliente,compras_previas,ticket_promedio_historico,dias_desde_ultima_compra,zona_entrega,num_items_carrito,incluye_perecederos,valor_carrito,tipo_entrega,nivel_inventario_general,productos_agotados,tiempo_carga_sitio,hay_promocion,descuento_aplicado,canal_adquisicion,clima,temperatura,compra_exitosa
2025-01-02 20:00:49,Thursday,1,2,20,0,0,CLI_6351,Nuevo,0,0.0,999,San Miguel Petapa,9,1,70.07,Mismo día,73.99,4,2.61,0,0,Orgánico,Soleado,18.8,1
2024-05-13 07:43:08,Monday,5,13,7,0,0,CLI_1443,Inactivo,3,27.73,47,Zona 1,1,1,5.79,Día siguiente,64.78,3,0.58,0,0,Referido,Nublado,33.1,0
2024-06-08 00:56:01,Saturday,6,8,0,1,0,CLI_3307,Regular,3,37.52,29,Zona 10,18,1,95.54,Mismo día,53.99,9,4.99,1,15,Redes Sociales,Soleado,25.3,0
2024-06-14 17:27:04,Friday,6,14,17,0,0,CLI_4781,Regular,13,49.58,1,Villa Nueva,4,0,25.49,Mismo día,34.44,17,3.41,0,0,Redes Sociales,Lluvioso,21.9,0
2024-06-19 21:48:40,Wednesday,6,19,21,0,0,CLI_2007,Regular,6,44.56,8,Zona 10,20,0,70.32,Mismo día,78.72,1,3.4,0,0,Email,Nublado,18.5,0
2024-03-28 15:42:01,Thursday,3,28,15,0,0,CLI_7982,Inactivo,1,32.95,5,Villa Nueva,11,1,59.6,Día siguiente,75.08,1,4.17,0,0,Búsqueda Pagada,Soleado,34.0,1
2024-10-15 19:20:05,Tuesday,10,15,19,0,0,CLI_2753,Regular,7,30.94,47,Zona 10,24,1,175.11,Día siguiente,89.75,4,3.87,0,0,Búsqueda Pagada,Lluvioso,24.2,1
2024-06-11 23:00:02,Tuesday,6,11,23,0,0,CLI_1124,VIP,76,113.82,57,Zona 10,22,1,120.49,Mismo día,92.48,1,4.48,0,0,Búsqueda Pagada,Lluvioso,25.4,0
2024-02-03 09:05:28,Saturday,2,3,9,1,0,CLI_1960,Nuevo,0,0.0,999,Zona 15,24,1,163.4,Mismo día,80.95,4,0.9,0,0,Búsqueda Pagada,Soleado,19.3,0
2025-02-19 18:04:22,Wednesday,2,19,18,0,0,CLI_8396,VIP,94,98.17,78,Villa Nueva,18,1,72.02,Día siguiente,29.29,26,4.81,0,0,Referido,Nublado,21.4,0
2025-01-14 16:07:20,Tuesday,1,14,16,0,0,CLI_6702,Inactivo,1,22.88,68,Villa Nueva,8,1,60.08,Mismo día,82.98,4,2.25,0,0,Orgánico,Lluvioso,27.3,1
2024-06-25 08:57:36,Tuesday,6,25,8,0,0,CLI_5116,Regular,6,37.04,82,Villa Nueva,5,0,39.61,Programada,43.1,14,1.7,0,0,Orgánico,Lluvioso,22.2,0
2024-05-20 09:08:32,Monday,5,20,9,0,0,CLI_8565,Nuevo,0,0.0,999,Zona 1,22,1,50.11,Mismo día,61.15,6,4.67,0,0,Email,Lluvioso,33.3,1
2025-07-22 02:09:45,Tuesday,7,22,2,0,0,CLI_2941,Nuevo,0,0.0,999,San Miguel Petapa,9,1,21.35,Mismo día,65.39,11,4.78,0,0,Referido,Nublado,23.7,0
2025-02-26 20:09:53,Wednesday,2,26,20,0,0,CLI_4765,Regular,5,36.04,13,Villa Nueva,18,1,110.79,Día siguiente,88.96,2,0.63,1,5,Redes Sociales,Soleado,18.4,1
2024-04-02 17:48:12,Tuesday,4,2,17,0,0,CLI_3652,Regular,4,30.45,77,San Miguel Petapa,20,0,124.83,Mismo día,55.49,12,0.64,0,0,Orgánico,Nublado,27.9,0
2025-07-11 00:28:40,Friday,7,11,0,0,0,CLI_9468,Nuevo,0,0.0,999,San Miguel Petapa,3,1,7.53,Mismo día,98.87,2,0.51,0,0,Redes Sociales,Lluvioso,19.5,1
2025-04-03 03:54:37,Thursday,4,3,3,0,0,CLI_3426,Inactivo,1,25.07,18,Zona 15,19,1,69.63,Día siguiente,58.23,6,1.92,0,0,Redes Sociales,Lluvioso,35.0,0
2024-12-16 02:12:49,Monday,12,16,2,0,0,CLI_8593,Inactivo,2,27.21,89,Mixco,6,1,23.13,Programada,73.88,4,4.92,1,5,Orgánico,Soleado,27.9,1
2025-02-22 16:29:30,Saturday,2,22,16,1,0,CLI_2665,Inactivo,4,23.94,61,Zona 10,23,1,118.69,Mismo día,100.0,3,2.53,1,5,Email,Soleado,20.0,1
2024-08-22 12:05:34,Thursday,8,22,12,0,0,CLI_2305,Regular,3,31.36,12,Mixco,21,1,55.7,Mismo día,37.37,23,3.75,0,0,Orgánico,Lluvioso,19.2,0
2025-01-04 19:19:19,Saturday,1,4,19,1,0,CLI_5514,Regular,17,42.89,33,San Miguel Petapa,19,1,144.98,Día siguiente,100.0,2,4.31,0,0,Orgánico,Nublado,27.9,1
2025-02-14 06:22:15,Friday,2,14,6,0,0,CLI_2871,VIP,23,102.4,72,Zona 15,1,1,7.43,Mismo día,46.3,6,2.06,0,0,Referido,Nublado,23.2,1
2025-08-01 15:50:28,Friday,8,1,15,0,0,CLI_3977,Regular,11,48.4,23,San Miguel Petapa,17,0,76.92,Día siguiente,84.49,3,1.09,0,0,Referido,Soleado,27.8,0
2024-12-29 16:16:05,Sunday,12,29,16,1,0,CLI_7978,Regular,4,48.81,35,Zona 15,18,0,70.98,Día siguiente,61.63,10,1.54,0,0,Email,Lluvioso,18.3,1
2024-01-31 07:26:52,Wednesday,1,31,7,0,0,CLI_2974,Regular,16,49.43,49,Villa Nueva,20,1,151.76,Programada,69.22,14,4.7,0,0,Email,Nublado,21.5,0
2024-07-24 22:05:55,Wednesday,7,24,22,0,0,CLI_7595,Regular,3,47.31,66,Mixco,21,1,112.29,Programada,94.05,4,2.95,0,0,Orgánico,Lluvioso,23.5,0
2025-03-26 09:15:21,Wednesday,3,26,9,0,0,CLI_8167,Regular,19,26.02,56,Zona 10,22,1,156.96,Mismo día,91.42,0,4.5,0,0,Búsqueda Pagada,Soleado,32.4,1
2024-03-06 19:06:02,Wednesday,3,6,19,0,0,CLI_4941,Regular,8,31.38,72,Zona 10,12,1,66.76,Programada,50.03,12,2.58,0,0,Búsqueda Pagada,Nublado,26.6,0
2025-05-01 00:41:27,Thursday,5,1,0,0,1,CLI_1525,Regular,3,29.0,44,Zona 10,8,1,26.26,Mismo día,84.33,3,2.33,1,5,Redes Sociales,Lluvioso,28.4,0
2025-02-16 15:06:09,Sunday,2,16,15,1,0,CLI_7972,Inactivo,2,31.84,69,Zona 15,11,1,61.1,Programada,76.84,4,3.68,0,0,Orgánico,Nublado,22.9,0
2024-01-26 02:28:08,Friday,1,26,2,0,0,CLI_2908,VIP,59,57.23,75,Zona 15,11,1,65.55,Mismo día,46.3,3,4.48,1,15,Orgánico,Soleado,26.2,1
2025-05-12 17:00:57,Monday,5,12,17,0,0,CLI_3036,VIP,30,74.71,61,Zona 15,14,1,38.25,Día siguiente,61.44,10,1.31,1,15,Email,Lluvioso,26.8,1
2024-09-25 21:19:11,Wednesday,9,25,21,0,0,CLI_4865,Nuevo,0,0.0,999,Zona 1,3,1,11.35,Programada,72.62,3,1.59,0,0,Referido,Lluvioso,24.4,1
2025-10-08 09:48:51,Wednesday,10,8,9,0,0,CLI_1049,Regular,9,46.48,35,Mixco,19,1,93.1,Día siguiente,100.0,0,3.54,1,10,Orgánico,Nublado,19.7,1
2024-06-25 01:32:23,Tuesday,6,25,1,0,0,CLI_5186,Nuevo,0,0.0,999,Zona 10,8,1,45.07,Mismo día,78.76,1,1.18,0,0,Referido,Soleado,21.3,1
2025-09-04 18:05:30,Thursday,9,4,18,0,0,CLI_7471,VIP,23,115.36,30,San Miguel Petapa,22,0,172.22,Día siguiente,88.84,1,2.45,0,0,Orgánico,Lluvioso,22.8,1
2024-03-07 07:13:59,Thursday,3,7,7,0,0,CLI_8589,Regular,3,41.35,3,Zona 10,24,0,130.75,Mismo día,0.0,23,0.89,0,0,Orgánico,Lluvioso,25.3,0
2025-02-28 13:54:58,Friday,2,28,13,0,0,CLI_5794,Inactivo,3,27.87,63,Zona 15,7,1,20.38,Mismo día,49.04,13,4.67,1,15,Redes Sociales,Soleado,19.2,0
2024-04-11 05:24:16,Thursday,4,11,5,0,0,CLI_4543,Inactivo,1,30.95,38,Mixco,18,1,103.0,Programada,68.95,7,2.47,1,15,Redes Sociales,Nublado,27.8,0
2025-08-07 09:41:27,Thursday,8,7,9,0,0,CLI_5067,Nuevo,0,0.0,999,Zona 10,14,1,90.14,Mismo día,68.82,6,1.94,0,0,Orgánico,Nublado,25.1,0
2024-08-03 18:45:52,Saturday,8,3,18,1,0,CLI_5736,Nuevo,0,0.0,999,Zona 10,22,1,151.59,Mismo día,92.98,3,0.81,1,5,Orgánico,Lluvioso,21.7,1
2024-01-16 02:26:21,Tuesday,1,16,2,0,0,CLI_5327,Regular,3,28.19,63,Mixco,5,1,36.69,Día siguiente,30.88,10,3.04,0,0,Orgánico,Nublado,25.0,0
2024-05-22 00:57:28,Wednesday,5,22,0,0,0,CLI_4511,Regular,13,37.45,15,Zona 10,19,0,119.01,Mismo día,56.58,5,3.45,1,10,Orgánico,Lluvioso,27.5,1
2025-04-16 19:40:51,Wednesday,4,16,19,0,0,CLI_3810,Inactivo,1,25.54,57,Zona 10,17,1,73.52,Mismo día,49.52,4,3.56,0,0,Orgánico,Soleado,28.2,0
2024-06-11 00:59:55,Tuesday,6,11,0,0,0,CLI_5251,Regular,13,26.31,19,Zona 1,8,1,49.18,Día siguiente,58.9,5,2.61,1,10,Orgánico,Lluvioso,19.9,1
2025-09-21 20:48:35,Sunday,9,21,20,1,0,CLI_9404,Regular,15,45.44,35,Mixco,14,0,77.2,Día siguiente,9.7,15,1.47,1,10,Búsqueda Pagada,Lluvioso,21.0,0
2024-04-24 03:02:24,Wednesday,4,24,3,0,0,CLI_8281,Nuevo,0,0.0,999,Zona 10,11,1,60.43,Mismo día,60.87,4,4.65,1,15,Referido,Soleado,28.8,0
2024-10-23 18:30:13,Wednesday,10,23,18,0,0,CLI_1500,Regular,14,39.19,6,Zona 15,15,1,41.91,Mismo día,39.94,21,1.61,0,0,Redes Sociales,Soleado,23.7,0
2025-02-12 09:28:03,Wednesday,2,12,9,0,0,CLI_5982,Nuevo,0,0.0,999,Mixco,7,1,49.39,Día siguiente,52.36,10,1.66,1,10,Redes Sociales,Soleado,21.8,0
2025-04-07 12:57:48,Monday,4,7,12,0,0,CLI_9551,Regular,12,35.27,2,Zona 1,17,1,95.64,Mismo día,68.57,3,2.31,1,10,Redes Sociales,Soleado,30.8,1
2024-01-12 19:37:40,Friday,1,12,19,0,0,CLI_3827,VIP,45,117.01,66,Zona 15,5,1,24.61,Mismo día,70.08,2,3.71,1,10,Orgánico,Soleado,21.3,1
2025-03-04 17:16:08,Tuesday,3,4,17,0,0,CLI_6246,Nuevo,0,0.0,999,Mixco,19,1,141.81,Mismo día,66.82,8,0.88,0,0,Referido,Nublado,27.4,0
2024-07-03 06:52:41,Wednesday,7,3,6,0,0,CLI_7230,Regular,17,27.47,55,Zona 1,3,1,22.61,Mismo día,94.19,0,2.01,0,0,Redes Sociales,Nublado,18.2,1
2025-02-16 03:19:53,Sunday,2,16,3,1,0,CLI_2376,Regular,11,33.36,34,Zona 15,6,1,37.1,Mismo día,39.87,16,2.77,0,0,Referido,Nublado,23.2,0
2025-05-26 21:29:48,Monday,5,26,21,0,0,CLI_5430,Regular,19,26.29,36,San Miguel Petapa,23,1,47.42,Programada,38.37,27,1.47,1,15,Búsqueda Pagada,Soleado,29.0,0
2025-03-09 20:22:39,Sunday,3,9,20,1,0,CLI_9268,Nuevo,0,0.0,999,Mixco,1,1,4.55,Mismo día,55.37,7,3.67,0,0,Orgánico,Soleado,34.6,0
2025-08-15 17:22:19,Friday,8,15,17,0,0,CLI_1819,VIP,41,100.86,52,Zona 10,6,0,17.8,Mismo día,38.18,26,4.31,0,0,Email,Soleado,18.2,1
2024-12-29 08:20:59,Sunday,12,29,8,1,0,CLI_2931,Inactivo,2,28.66,21,Villa Nueva,10,0,29.92,Mismo día,43.22,14,2.66,0,0,Email,Nublado,27.8,1
2025-08-17 15:25:11,Sunday,8,17,15,1,0,CLI_2843,Regular,12,45.25,22,Zona 15,15,1,43.19,Día siguiente,15.91,20,0.99,1,5,Orgánico,Lluvioso,19.5,0
2025-10-19 09:02:00,Sunday,10,19,9,1,0,CLI_3900,Regular,10,33.66,80,Zona 15,6,0,23.69,Programada,55.27,9,3.59,1,5,Referido,Nublado,21.2,1
2025-07-20 20:19:22,Sunday,7,20,20,1,0,CLI_4672,VIP,79,76.42,40,Zona 10,9,0,56.44,Día siguiente,50.89,8,3.41,0,0,Orgánico,Lluvioso,18.8,1
2024-04-19 16:45:24,Friday,4,19,16,0,0,CLI_7523,Regular,14,28.3,61,Zona 10,3,1,18.5,Programada,47.55,3,0.92,0,0,Referido,Nublado,31.9,0
2025-09-11 15:21:04,Thursday,9,11,15,0,0,CLI_5637,Nuevo,0,0.0,999,Zona 10,8,1,21.44,Día siguiente,70.79,4,2.48,1,15,Referido,Lluvioso,19.1,1
2024-09-28 22:16:30,Saturday,9,28,22,1,0,CLI_8033,Inactivo,3,34.04,65,Zona 10,9,1,45.23,Mismo día,55.46,9,3.49,0,0,Búsqueda Pagada,Lluvioso,19.2,0
2024-03-07 16:09:48,Thursday,3,7,16,0,0,CLI_1190,Regular,6,49.4,14,Zona 10,2,1,8.06,Mismo día,77.78,2,1.19,1,5,Redes Sociales,Soleado,30.1,1
2024-04-14 14:03:05,Sunday,4,14,14,1,0,CLI_3332,Regular,5,47.37,7,San Miguel Petapa,7,1,37.02,Programada,53.74,3,2.25,1,15,Orgánico,Soleado,30.7,0
2024-12-30 21:07:01,Monday,12,30,21,0,0,CLI_4983,VIP,49,118.4,13,Zona 10,21,1,149.66,Mismo día,59.07,5,1.23,0,0,Redes Sociales,Soleado,19.6,1
2025-05-29 20:53:38,Thursday,5,29,20,0,0,CLI_4637,VIP,28,91.06,27,Zona 10,20,1,82.3,Día siguiente,34.17,20,4.82,0,0,Orgánico,Lluvioso,29.8,0
2025-05-28 08:17:58,Wednesday,5,28,8,0,0,CLI_1673,Regular,18,34.37,5,Villa Nueva,10,0,21.19,Mismo día,35.58,25,3.7,1,10,Orgánico,Lluvioso,34.3,0
2024-09-21 14:23:18,Saturday,9,21,14,1,0,CLI_8856,Inactivo,1,26.18,13,Zona 10,16,1,47.57,Mismo día,80.04,4,4.96,0,0,Orgánico,Lluvioso,23.4,1
2025-08-12 02:28:52,Tuesday,8,12,2,0,0,CLI_7961,Regular,16,25.14,21,Zona 1,3,1,20.92,Día siguiente,51.65,12,4.61,0,0,Redes Sociales,Lluvioso,21.7,0
2024-03-16 07:48:28,Saturday,3,16,7,1,0,CLI_2850,VIP,30,56.68,27,Zona 15,2,1,14.55,Día siguiente,89.28,4,4.78,0,0,Orgánico,Soleado,26.3,1
2025-09-06 23:18:18,Saturday,9,6,23,1,0,CLI_3674,Regular,11,48.08,11,Zona 15,10,1,26.16,Día siguiente,81.5,1,3.7,0,0,Referido,Lluvioso,22.8,0
2024-04-20 08:28:13,Saturday,4,20,8,1,0,CLI_4495,VIP,42,78.08,37,Zona 15,14,1,34.39,Mismo día,87.27,0,2.87,1,5,Búsqueda Pagada,Soleado,33.4,1
2024-12-15 06:47:35,Sunday,12,15,6,1,0,CLI_5073,Regular,10,26.29,14,Zona 10,1,1,7.25,Mismo día,93.66,2,4.5,0,0,Orgánico,Nublado,21.3,1
2025-06-07 03:26:12,Saturday,6,7,3,1,0,CLI_7563,Regular,17,34.47,30,Zona 10,6,0,27.38,Día siguiente,85.09,2,0.75,1,5,Referido,Lluvioso,26.1,1
2024-01-23 06:01:42,Tuesday,1,23,6,0,0,CLI_6903,Regular,14,46.17,76,Villa Nueva,24,0,153.18,Día siguiente,48.63,9,3.17,0,0,Búsqueda Pagada,Soleado,27.1,1
2024-05-28 09:32:44,Tuesday,5,28,9,0,0,CLI_3040,Regular,15,28.26,6,San Miguel Petapa,16,1,90.31,Día siguiente,56.76,8,0.84,0,0,Redes Sociales,Lluvioso,32.6,0
2024-07-16 10:31:39,Tuesday,7,16,10,0,0,CLI_5482,Nuevo,0,0.0,999,Zona 15,23,1,57.92,Mismo día,37.76,10,2.91,0,0,Orgánico,Lluvioso,22.9,0
2024-03-05 17:06:49,Tuesday,3,5,17,0,0,CLI_8933,Nuevo,0,0.0,999,Mixco,21,1,139.35,Mismo día,57.07,13,1.22,0,0,Redes Sociales,Nublado,27.2,0
2024-05-09 09:25:07,Thursday,5,9,9,0,0,CLI_9818,Inactivo,2,17.46,41,Zona 1,14,1,107.43,Mismo día,23.33,28,4.35,0,0,Búsqueda Pagada,Nublado,28.5,0
2024-01-03 14:35:21,Wednesday,1,3,14,0,0,CLI_8564,Nuevo,0,0.0,999,Mixco,3,1,8.39,Mismo día,43.76,13,3.12,0,0,Referido,Soleado,26.3,0
2025-03-29 09:51:43,Saturday,3,29,9,1,1,CLI_7778,Regular,16,43.41,2,Zona 10,11,1,57.92,Programada,51.33,9,2.4,0,0,Redes Sociales,Nublado,27.5,0
2025-09-29 06:43:30,Monday,9,29,6,0,0,CLI_7463,Nuevo,0,0.0,999,Mixco,17,1,75.75,Día siguiente,23.74,14,3.94,0,0,Redes Sociales,Lluvioso,25.5,0
2025-09-23 19:36:09,Tuesday,9,23,19,0,0,CLI_5079,VIP,45,51.03,48,Villa Nueva,3,0,14.58,Mismo día,48.39,4,1.33,1,15,Referido,Lluvioso,22.6,1
2024-11-15 18:26:57,Friday,11,15,18,0,0,CLI_7244,Regular,18,25.72,63,Villa Nueva,19,0,127.39,Día siguiente,80.38,3,4.04,0,0,Orgánico,Soleado,21.0,0
2024-04-02 11:55:03,Tuesday,4,2,11,0,0,CLI_6575,VIP,42,81.67,73,San Miguel Petapa,10,1,68.19,Mismo día,67.75,8,4.8,0,0,Orgánico,Nublado,30.7,1
2025-09-20 04:54:24,Saturday,9,20,4,1,0,CLI_3958,VIP,61,64.53,1,Villa Nueva,1,1,4.5,Programada,56.52,7,1.95,0,0,Orgánico,Nublado,27.5,0
2025-01-04 08:58:15,Saturday,1,4,8,1,0,CLI_7250,Nuevo,0,0.0,999,Mixco,9,1,34.15,Día siguiente,50.91,6,1.49,0,0,Email,Soleado,25.1,1
2024-03-21 15:22:55,Thursday,3,21,15,0,0,CLI_2013,VIP,90,113.12,82,Zona 10,18,1,76.06,Mismo día,68.77,4,4.39,0,0,Orgánico,Nublado,26.8,0
2025-07-22 14:22:38,Tuesday,7,22,14,0,0,CLI_4393,VIP,35,59.67,7,Zona 1,14,1,37.2,Programada,85.56,2,1.02,0,0,Orgánico,Lluvioso,20.3,0
2025-10-25 04:34:44,Saturday,10,25,4,1,0,CLI_2638,Regular,11,35.97,88,Zona 15,20,1,112.86,Día siguiente,100.0,1,3.87,0,0,Referido,Nublado,19.9,0
2025-01-23 17:40:36,Thursday,1,23,17,0,0,CLI_1125,VIP,48,65.57,3,Zona 1,13,1,100.33,Mismo día,39.92,14,4.41,0,0,Redes Sociales,Soleado,20.5,1
2025-10-28 20:50:25,Tuesday,10,28,20,0,0,CLI_5933,VIP,50,62.11,22,Zona 10,21,1,85.48,Día siguiente,36.48,11,0.91,1,10,Orgánico,Lluvioso,18.2,0
2025-08-17 09:06:36,Sunday,8,17,9,1,0,CLI_3931,Nuevo,0,0.0,999,Zona 10,22,1,61.09,Día siguiente,71.98,2,1.23,0,0,Orgánico,Soleado,22.8,1
2025-01-20 13:39:17,Monday,1,20,13,0,0,CLI_5488,Inactivo,4,17.04,34,Zona 15,3,1,20.67,Programada,26.5,24,1.54,0,0,Búsqueda Pagada,Soleado,25.1,0
2024-11-30 15:52:01,Saturday,11,30,15,1,0,CLI_5294,Inactivo,4,28.94,2,Villa Nueva,21,1,137.73,Mismo día,84.28,2,1.79,0,0,Redes Sociales,Soleado,21.7,0
2024-11-14 11:27:34,Thursday,11,14,11,0,0,CLI_7940,Inactivo,1,29.57,39,Mixco,18,1,116.13,Mismo día,86.43,4,0.96,1,5,Redes Sociales,Lluvioso,18.8,1
2024-01-30 20:47:49,Tuesday,1,30,20,0,0,CLI_8382,Regular,11,30.49,24,Zona 15,16,0,117.08,Día siguiente,54.81,6,4.84,1,5,Email,Soleado,25.5,0
2024-08-14 07:00:03,Wednesday,8,14,7,0,0,CLI_9297,VIP,55,96.33,12,Zona 10,8,1,17.31,Mismo día,54.18,13,1.67,1,10,Orgánico,Lluvioso,24.4,1
2025-01-13 09:23:48,Monday,1,13,9,0,0,CLI_7626,Regular,10,44.66,85,Zona 10,10,0,32.8,Día siguiente,44.6,13,2.11,1,15,Redes Sociales,Soleado,20.4,1
2025-10-10 06:42:39,Friday,10,10,6,0,0,CLI_7860,Regular,12,49.49,1,Zona 1,17,1,60.56,Día siguiente,71.9,0,1.97,0,0,Redes Sociales,Lluvioso,24.9,1
2025-10-09 12:09:38,Thursday,10,9,12,0,0,CLI_6685,Regular,18,38.87,80,Mixco,3,1,19.46,Día siguiente,37.27,25,1.27,1,10,Referido,Nublado,21.2,0
2024-01-10 15:29:30,Wednesday,1,10,15,0,0,CLI_3625,VIP,87,111.25,50,Zona 1,23,1,90.41,Mismo día,41.74,7,0.88,1,10,Orgánico,Soleado,26.0,1
2024-10-28 06:35:29,Monday,10,28,6,0,0,CLI_8404,Regular,7,46.99,62,Villa Nueva,8,1,43.62,Programada,57.4,11,1.32,0,0,Búsqueda Pagada,Nublado,18.7,0
2024-05-17 11:30:19,Friday,5,17,11,0,0,CLI_2103,Regular,6,26.64,5,Mixco,19,1,113.69,Día siguiente,73.54,0,2.99,0,0,Búsqueda Pagada,Nublado,26.3,1
2024-04-12 03:21:37,Friday,4,12,3,0,0,CLI_7103,Regular,10,43.13,27,Zona 15,18,0,116.1,Día siguiente,54.45,11,4.86,0,0,Redes Sociales,Soleado,30.5,0
2024-03-02 00:13:22,Saturday,3,2,0,1,0,CLI_9795,Regular,8,43.28,89,Zona 15,16,1,76.46,Mismo día,37.55,16,0.92,1,10,Redes Sociales,Nublado,33.8,0
2025-08-25 18:47:48,Monday,8,25,18,0,0,CLI_7489,VIP,77,88.08,75,San Miguel Petapa,9,0,20.33,Día siguiente,26.29,23,0.91,0,0,Referido,Lluvioso,22.0,0
2025-07-26 04:39:17,Saturday,7,26,4,1,0,CLI_4209,Regular,9,46.35,72,San Miguel Petapa,22,1,170.07,Mismo día,99.64,4,4.67,1,10,Búsqueda Pagada,Lluvioso,22.6,1
2025-09-01 13:02:51,Monday,9,1,13,0,0,CLI_8275,VIP,51,53.71,24,Zona 1,14,1,31.2,Mismo día,61.41,7,3.38,0,0,Búsqueda Pagada,Lluvioso,22.0,1
2024-05-18 14:52:29,Saturday,5,18,14,1,0,CLI_5310,Nuevo,0,0.0,999,Zona 10,24,1,182.04,Programada,30.0,21,2.74,1,5,Orgánico,Soleado,31.3,0
2025-03-11 02:46:19,Tuesday,3,11,2,0,0,CLI_3412,Regular,10,38.32,69,Mixco,3,1,17.42,Mismo día,32.71,18,1.2,0,0,Redes Sociales,Soleado,32.5,0
2024-09-14 08:19:50,Saturday,9,14,8,1,0,CLI_8843,Regular,17,35.86,15,Zona 1,2,0,8.53,Día siguiente,75.91,4,4.69,0,0,Redes Sociales,Nublado,18.7,1
2024-12-20 21:26:07,Friday,12,20,21,0,0,CLI_7322,Inactivo,1,27.36,75,San Miguel Petapa,11,1,32.78,Día siguiente,75.68,3,2.57,1,15,Email,Soleado,24.7,0
2025-10-12 06:08:45,Sunday,10,12,6,1,0,CLI_7037,Regular,7,43.98,4,Zona 10,20,1,126.43,Mismo día,100.0,1,3.92,0,0,Orgánico,Nublado,23.1,1
2024-05-06 20:17:51,Monday,5,6,20,0,0,CLI_4810,Regular,15,27.99,82,Zona 15,16,1,87.94,Mismo día,59.26,3,1.32,0,0,Redes Sociales,Soleado,34.1,1
2024-10-01 01:42:59,Tuesday,10,1,1,0,0,CLI_1515,Regular,16,46.69,20,Zona 15,24,1,187.56,Día siguiente,33.52,23,1.5,0,0,Orgánico,Lluvioso,20.2,0
2024-10-19 23:44:46,Saturday,10,19,23,1,0,CLI_8654,Nuevo,0,0.0,999,Mixco,17,0,36.31,Mismo día,88.05,1,0.61,0,0,Orgánico,Lluvioso,19.7,1
2024-07-20 02:47:33,Saturday,7,20,2,1,0,CLI_2825,Regular,11,42.5,38,Villa Nueva,1,1,2.51,Mismo día,64.04,5,3.99,0,0,Email,Lluvioso,26.4,1
2025-04-03 10:23:36,Thursday,4,3,10,0,0,CLI_9802,Regular,7,36.3,29,San Miguel Petapa,15,0,47.05,Mismo día,54.61,8,1.47,0,0,Orgánico,Nublado,32.9,0
2024-03-27 16:24:40,Wednesday,3,27,16,0,0,CLI_8182,Regular,17,29.1,89,Villa Nueva,16,0,98.85,Programada,43.0,10,4.8,0,0,Referido,Soleado,29.0,1
2024-10-27 23:29:09,Sunday,10,27,23,1,0,CLI_3725,Nuevo,0,0.0,999,Villa Nueva,7,1,51.81,Mismo día,39.5,17,0.97,1,5,Redes Sociales,Lluvioso,18.4,0
2025-07-22 19:37:14,Tuesday,7,22,19,0,0,CLI_7217,Regular,6,29.22,58,Zona 15,11,1,54.06,Programada,53.44,11,3.07,0,0,Redes Sociales,Lluvioso,22.7,0
2025-05-01 12:52:31,Thursday,5,1,12,0,1,CLI_1206,Regular,8,48.77,42,Zona 1,5,1,32.56,Mismo día,59.37,4,4.62,0,0,Referido,Nublado,30.2,0
2025-09-13 14:05:28,Saturday,9,13,14,1,0,CLI_5045,Regular,8,33.68,13,Zona 10,14,1,82.97,Mismo día,65.34,10,0.6,1,20,Búsqueda Pagada,Soleado,24.3,0
2025-10-12 07:04:35,Sunday,10,12,7,1,0,CLI_1543,Regular,6,44.83,6,Mixco,2,0,10.68,Mismo día,54.13,12,4.55,0,0,Búsqueda Pagada,Lluvioso,19.0,0
2024-08-23 11:49:58,Friday,8,23,11,0,0,CLI_9934,Nuevo,0,0.0,999,Zona 10,1,1,7.06,Día siguiente,69.81,12,2.36,0,0,Búsqueda Pagada,Nublado,20.3,0
2024-08-22 12:03:07,Thursday,8,22,12,0,0,CLI_4760,Regular,10,45.94,31,Zona 15,12,0,79.57,Programada,83.94,4,2.31,0,0,Redes Sociales,Lluvioso,19.1,1
2025-10-11 03:46:50,Saturday,10,11,3,1,0,CLI_9432,VIP,52,116.16,63,Zona 15,17,1,35.87,Día siguiente,88.29,3,1.12,0,0,Email,Lluvioso,26.8,1
2025-06-01 10:26:05,Sunday,6,1,10,1,0,CLI_9424,Nuevo,0,0.0,999,Zona 1,9,1,54.92,Mismo día,49.8,7,1.93,0,0,Email,Lluvioso,22.4,0
2024-12-19 06:16:17,Thursday,12,19,6,0,0,CLI_5568,Regular,19,43.1,66,Zona 15,6,1,25.77,Mismo día,40.27,9,2.22,0,0,Orgánico,Nublado,20.6,1
2025-03-13 01:56:50,Thursday,3,13,1,0,0,CLI_9711,Nuevo,0,0.0,999,San Miguel Petapa,23,1,64.65,Mismo día,100.0,2,2.88,0,0,Email,Soleado,31.8,1
2025-01-05 02:24:05,Sunday,1,5,2,1,0,CLI_8784,Regular,5,28.47,41,Mixco,7,1,25.62,Día siguiente,42.11,8,4.12,0,0,Redes Sociales,Lluvioso,19.8,0
2024-04-19 00:34:00,Friday,4,19,0,0,0,CLI_6251,Regular,7,28.52,38,Zona 1,4,1,9.08,Mismo día,93.85,1,3.06,0,0,Redes Sociales,Soleado,29.6,1
2024-05-30 19:32:17,Thursday,5,30,19,0,0,CLI_8479,Regular,10,43.7,43,Mixco,22,0,147.64,Día siguiente,81.75,3,3.4,0,0,Redes Sociales,Lluvioso,29.8,1
